datetime,created_at,updated_at,timestamp,zone_name,carbon_intensity_avg,carbon_intensity_production_avg,carbon_intensity_discharge_avg,carbon_intensity_import_avg,carbon_rate_avg,total_production_avg,total_storage_avg,total_discharge_avg,total_import_avg,total_export_avg,total_consumption_avg,production_sources,power_origin_percent_fossil_avg,power_origin_percent_renewable_avg,power_production_percent_fossil_avg,power_production_percent_renewable_avg,power_production_nuclear_avg,power_production_geothermal_avg,power_production_biomass_avg,power_production_coal_avg,power_production_wind_avg,power_production_solar_avg,power_production_hydro_avg,power_production_gas_avg,power_production_oil_avg,power_production_unknown_avg,power_consumption_nuclear_avg,power_consumption_geothermal_avg,power_consumption_biomass_avg,power_consumption_coal_avg,power_consumption_wind_avg,power_consumption_solar_avg,power_consumption_hydro_avg,power_consumption_gas_avg,power_consumption_oil_avg,power_consumption_unknown_avg,power_consumption_battery_discharge_avg,power_consumption_hydro_discharge_avg,carbon_origin_percent_nuclear_avg,carbon_origin_percent_geothermal_avg,carbon_origin_percent_biomass_avg,carbon_origin_percent_coal_avg,carbon_origin_percent_wind_avg,carbon_origin_percent_solar_avg,carbon_origin_percent_hydro_avg,carbon_origin_percent_gas_avg,carbon_origin_percent_oil_avg,carbon_origin_percent_unknown_avg,carbon_origin_percent_battery_discharge_avg,carbon_origin_percent_hydro_discharge_avg,power_net_discharge_battery_avg,power_net_discharge_hydro_avg,power_net_import_BE_avg,carbon_intensity_exchange_BE_avg,power_net_import_FR_avg,carbon_intensity_exchange_FR_avg,power_net_import_GB-NIR_avg,carbon_intensity_exchange_GB-NIR_avg,power_net_import_GB-ORK_avg,carbon_intensity_exchange_GB-ORK_avg,power_net_import_IE_avg,carbon_intensity_exchange_IE_avg,power_net_import_NL_avg,carbon_intensity_exchange_NL_avg,power_net_import_NO-NO2_avg,carbon_intensity_exchange_NO-NO2_avg,latest_forecasted_wind_x_avg,latest_forecasted_wind_y_avg,latest_forecasted_solar_avg,latest_forecasted_temperature_avg,latest_forecasted_dewpoint_avg,latest_forecasted_precipitation_avg,latest_forecasted_price_avg,latest_forecasted_production_avg,latest_forecasted_consumption_avg,latest_forecasted_power_net_import_BE_avg,latest_forecasted_power_net_import_FR_avg,latest_forecasted_power_net_import_GB-NIR_avg,latest_forecasted_power_net_import_GB-ORK_avg,latest_forecasted_power_net_import_IE_avg,latest_forecasted_power_net_import_NL_avg,latest_forecasted_power_net_import_NO-NO2_avg,latest_forecasted_production_solar_avg,latest_forecasted_production_wind_avg
2018-02-16T01:00:00+00:00,2021-06-17T09:20:02.179572+00:00,2021-06-17T09:20:02.179572+00:00,1518742800,GB,194.47,191.87,,214.99,,26972.12,0,0,3408.75,0,30380.87,bmreports.com,34.53,35.21,34.11,37.26,7721.5,,1375.5,436.5,8284.62,0,389.5,8701.5,0,63,9192.59,0.01,1416.64,618.53,8668.37,0,611.76,9340.43,72.42,460.11,0,0,,,,,,,,,,,,,,0,,,1816,63.41,188.75,350.03,,,504,396.3,900,390.98,,,8.79,2.08,0,278.21,273.47,0.05,41.27,29791,30785,,1802,,,222,917,,0,11099
2018-02-16T02:00:00+00:00,2021-06-17T09:20:02.179572+00:00,2021-06-17T09:20:02.179572+00:00,1518746400,GB,189.45,186.4,,213.04,,26437.23,0,0,3412,0,29849.23,bmreports.com,33.72,35.46,33.25,37.56,7718.5,,1373,304,8168.23,0,388,8422.5,0,63,9199.1,0.01,1414.84,490.45,8562.01,0,608.32,9045.76,70.97,457.77,0,0,,,,,,,,,,,,,,0,,,1816,62.55,191,331.8,,,504,393.41,901,390.28,,,8.45,2.02,0,278.11,273.37,0.1,40.93,29302,30034,,1802,,,296,917,,0,10822
2018-02-16T03:00:00+00:00,2021-06-17T09:20:02.179572+00:00,2021-06-17T09:20:02.179572+00:00,1518750000,GB,190.18,187.6,,209.66,,25708.86,0,0,3411.5,0,29120.36,bmreports.com,33.75,34.66,33.33,36.66,7715,,1380,327,7666.86,0,378.5,8178.5,0,63,9199.96,0.01,1420.95,501.91,8072.11,0,600.05,8803.18,72.38,449.81,0,0,,,,,,,,,,,,,,0,,,1816,62.44,191.5,312.43,,,504,375.3,900,392.1,,,8.45,2.2,0,278.2,273.58,0.12,40.33,28640,29255,,1802,,,308,917,,0,10472
2018-02-16T04:00:00+00:00,2021-06-17T09:20:02.179572+00:00,2021-06-17T09:20:02.179572+00:00,1518753600,GB,192.7,190.11,,211.72,,25043.14,0,0,3412.25,0,28455.39,bmreports.com,34.23,33.46,33.82,35.38,7713,,1382,303.5,7097.14,0,382,8102.5,0,63,9194.74,0.01,1423.04,480.39,7495.25,0.01,601.38,8730.27,73.94,456.37,0,0,,,,,,,,,,,,,,0,,,1817,64.47,191.25,310.15,,,504,374.63,900,396.84,,,8.07,2.23,0,278.14,273.52,0.17,41.04,28598,28629,,1802,,,268,917,,0,9930
2018-02-16T05:00:00+00:00,2021-06-17T09:20:02.179572+00:00,2021-06-17T09:20:02.179572+00:00,1518757200,GB,211.44,209.66,297.65,220.81,,25796.1,0,212.5,3428.75,0,29437.35,bmreports.com,37.49,31.49,37.25,33.1,7709.5,,1380.5,462,6612.1,0,399.5,9169.5,0,63,9128.37,0.01,1417.22,636.35,6995.57,0.01,639.3,9883,70.39,451.78,0,215.36,,,,,,,,,,,,,,212.5,,,1810,75.3,190.75,305.21,,,497,371.99,931,405.69,,,7.65,2.28,0,278.1,273.47,0.21,46.92,29353,29840,,1802,,,233,917,,0,9263
2018-02-16T06:00:00+00:00,2021-06-17T09:20:02.179572+00:00,2021-06-17T09:20:02.179572+00:00,1518760800,GB,252.73,257.06,297.65,216.67,,28655.3,0,445.5,3519,0,32619.8,bmreports.com,44.69,27.06,45.38,28,7725.5,,1380,1150,5843.8,1,464.5,12027.5,0,63,9196.42,0.01,1419.03,1308.06,6148.96,2.1,763.39,12791.53,46.87,461.89,0,481.54,,,,,,,,,,,,,,445.5,,,2012,83.44,192,337.31,,,309,375.55,1006,411.98,,,7.19,2.44,0,278.07,273.46,0.26,52.49,31484,35270,,2000,,,313,1016,,0,8586
2018-02-16T07:00:00+00:00,2021-06-17T09:20:02.179572+00:00,2021-06-17T09:20:02.179572+00:00,1518764400,GB,297.42,306.32,297.65,204.99,,34511.39,0,545.5,3223.75,0,38280.64,bmreports.com,52.75,23.35,54.17,23.78,7721,,1379,2275,5592.39,154,658,16669,0,63,9142.7,0.01,1417.4,2388.3,5768.25,165.7,966.56,17341.49,12.99,464.02,0,613.22,,,,,,,,,,,,,,545.5,,,2012,82.93,161.75,374.13,,,32,345.47,1018,412.51,,,6.71,2.68,0,278.06,273.47,0.04,49.1,38490,40509,,2000,,,74,1016,,160,7852
2018-02-16T08:00:00+00:00,2021-06-17T09:20:02.179572+00:00,2021-06-17T09:20:02.179572+00:00,1518768000,GB,310.83,320.29,297.65,196.37,,38436.84,0,420,3120,0,41976.84,bmreports.com,54.18,24.06,55.66,24.45,7724.5,,1367,3460,5295.34,1645,776.5,18105.5,0,63,9133.9,0.01,1405.37,3555.9,5430.25,1692.61,1090.76,18732.78,9.63,442.58,0,483.07,,,,,,,,,,,,,,420,,,2012,82.18,88,369.89,,,14,336.64,1006,406.49,,,6.23,2.99,2.35,278.12,273.53,0.07,62,40444,42071,,2000,,,-93,1016,,835,7122
2018-02-16T09:00:00+00:00,2021-06-17T09:20:02.179572+00:00,2021-06-17T09:20:02.179572+00:00,1518771600,GB,304.13,313.02,297.65,189.44,,39994.73,0,628,3064.25,198,43488.98,bmreports.com,52.67,26.39,54.04,26.94,7724.5,,1367,3385.5,4765.73,3395,788.5,18505.5,0,63,9107.02,0.01,1399.31,3455.74,4857.2,3468.34,1093.85,19025.9,6.95,416.14,0,658.53,,,,,,,,,,,,,,628,,,2012,82.34,54.25,369.15,,,-198,304.13,998,395.64,,,6.05,3.81,25,278.66,274.09,0.1,67,41488,42706,,2000,,,-156,1016,,2058,6583
2018-02-16T10:00:00+00:00,2021-06-17T09:20:02.179572+00:00,2021-06-17T09:20:02.179572+00:00,1518775200,GB,303.03,310.65,297.65,194.09,,40668.82,0,489.5,2820,111,43867.32,bmreports.com,52.42,27.06,53.57,27.62,7744,,1350,3456,4181.82,4725,621,18528,0,63,9002.32,0.01,1380.2,3517.59,4285.09,4829.01,876.98,19063.97,6.16,408.3,0,497.7,,,,,,,,,,,,,,489.5,,,1780,82.8,52,365.86,,,-111,303.03,988,385.58,,,5.78,4.17,61.44,279.31,274.44,0.13,47.03,42571,42655,,1769,,,-206,1016,,3386,6247
2018-02-16T11:00:00+00:00,2021-06-17T09:20:02.179572+00:00,2021-06-17T09:20:02.179572+00:00,1518778800,GB,295.61,302.71,297.65,187.48,,40850.39,0,300,2654.75,0,43805.14,bmreports.com,51.24,28.27,52.34,28.83,7747.5,,1360,3286,4143.89,5540,517.5,18192.5,0,63,8975.99,0.01,1392.89,3348.5,4264.41,5670.91,752.89,18723.98,7.07,367.7,0,300.79,,,,,,,,,,,,,,300,,,1701,82.87,4.75,319.39,,,1,292.88,948,370.99,,,5.4,4.56,100.91,279.72,274.67,0.17,43.61,43490,43723,,1700,,,-287,1016,,4402,6103
2018-02-16T12:00:00+00:00,2021-06-17T09:20:02.179572+00:00,2021-06-17T09:20:02.179572+00:00,1518782400,GB,281.42,289.27,297.65,179.08,,39486.45,0,245,3059,38.25,42752.2,bmreports.com,48.95,29.47,50.23,30.26,7754,,1361.5,2780,4451.95,5465,497.5,17113.5,0,63,9226.42,0.01,1397.13,2858.98,4611.37,5617.56,727.08,17648.8,11.38,407.89,0,245.58,,,,,,,,,,,,,,245,,,2013,82.32,-38.25,294.15,,,55,269.79,991,369.77,,,4.87,4.92,134.58,279.98,274.86,0.2,43.01,43785,43924,,2000,,,-298,1016,,4884,6035
2018-02-16T13:00:00+00:00,2021-06-17T09:20:02.179572+00:00,2021-06-17T09:20:02.179572+00:00,1518786000,GB,280.22,287.92,297.65,178.7,,38535.75,0,496.5,3013,299.5,41745.75,bmreports.com,48.67,29.32,49.89,30.24,7756,,1346.5,2578,4412.25,5043,506.5,16830.5,0,63,9189.2,0.01,1371.52,2624.28,4509.14,5144.92,723.73,17258.65,6.6,424.75,0,492.95,,,,,,,,,,,,,,496.5,,,2013,80.83,-229.5,280.22,,,-70,280.22,1000,375.72,,,4.29,5.33,312.95,280.14,275.03,0.07,42.14,43655,42983,,2000,,,-280,1016,,4719,5957
2018-02-16T14:00:00+00:00,2021-06-17T09:20:02.179572+00:00,2021-06-17T09:20:02.179572+00:00,1518789600,GB,287.74,296.31,297.65,180.62,,37221.8,0,582,3045,223,40625.8,bmreports.com,50.24,27.07,51.61,27.91,7744.5,,1358.5,2501.5,4394.3,3695,523.5,16941.5,0,63,9217.58,0.01,1385.33,2550.62,4489.59,3785.36,761.97,17459.64,6.75,389.63,0,579.31,,,,,,,,,,,,,,582,,,2014,79.49,-171,287.74,,,-52,287.74,1031,378.2,,,3.67,5.71,294.92,280.19,275.19,0.17,41.76,43156,41779,,2000,,,-164,1016,,3973,5422
2018-02-16T15:00:00+00:00,2021-06-17T09:20:02.179572+00:00,2021-06-17T09:20:02.179572+00:00,1518793200,GB,309.26,319.65,297.65,184.17,,36745.54,0,395,3011,352.25,39799.29,bmreports.com,54.47,22.47,56.12,23.03,7745.5,,1357,2925,4256.54,1980,564,17854.5,0,63,9178.23,0.01,1379.65,2955.82,4317.14,2026.2,821.54,18311.36,7.32,404.75,0,397.25,,,,,,,,,,,,,,395,,,2014,78.69,-352.25,309.26,,,4,282.81,993,397.36,,,3.29,6.23,271.67,280.01,275.32,0.29,42.52,42475,40962,,2000,,,-118,1016,,2835,5444
2018-02-16T16:00:00+00:00,2021-06-17T09:20:02.179572+00:00,2021-06-17T09:20:02.179572+00:00,1518796800,GB,328.51,340.04,297.65,191.68,,36803.9,0,276.5,3024,347.5,39756.9,bmreports.com,57.7,19.21,59.49,19.62,7743,,1359.5,3625.5,4462.4,545.5,631,18374,0,63,9179.59,0.01,1384.54,3654.21,4493.96,560.73,907.47,18827.19,6.85,455.11,0,287.25,,,,,,,,,,,,,,276.5,,,2015,76.58,-344.5,328.51,,,-3,298.69,1009,421.49,,,2.64,6.31,235.83,279.82,275.51,0.44,43.19,42875,41973,,2000,,,-112,1016,,1525,5555
2018-02-16T17:00:00+00:00,2021-06-17T09:20:02.179572+00:00,2021-06-17T09:20:02.179572+00:00,1518800400,GB,348.78,361.47,297.65,194.73,,39492.1,0,589,3016,505.5,42591.6,bmreports.com,60.57,18.06,62.37,18.29,7744,,1362.5,4647.5,4677.6,14.5,686.5,20296.5,0,63,9095.35,0.01,1381.76,4642.36,4679.36,17.08,997.63,20652.52,6.54,505.53,0,613.47,,,,,,,,,,,,,,589,,,2014,74.79,-287.5,348.78,,,-218,348.78,1002,435.89,,,2.12,6.45,196.86,279.44,275.52,0.61,64.98,43747,44374,,2000,,,-113,1016,,484,5883
2018-02-16T18:00:00+00:00,2021-06-17T09:20:02.179572+00:00,2021-06-17T09:20:02.179572+00:00,1518804000,GB,352,364.47,297.65,192.87,,41317.04,0,728.5,2986,831.5,44200.04,bmreports.com,60.73,18.93,62.48,19.1,7745,,1374,5124,5263.54,3,662.5,21082,0,63,8988.94,0.01,1383.69,5081.62,5226.22,3.28,977.35,21266.19,6.36,488.55,0,777.84,,,,,,,,,,,,,,728.5,,,2014,74.06,-397.5,352,,,-434,352,972,439.05,,,1.8,6.63,164.45,279.21,275.57,0.81,76,43824,46142,,2000,,,-109,1016,,55,6370
2018-02-16T19:00:00+00:00,2021-06-17T09:20:02.179572+00:00,2021-06-17T09:20:02.179572+00:00,1518807600,GB,342.15,353.7,297.65,193.97,,39929.63,0,304.5,3009,844,42399.13,bmreports.com,59.25,19.47,60.94,19.81,7744,,1373,4874.5,5659.63,2,630.5,19583,0,63,9023.48,0.01,1381.55,4827.22,5620.27,1.96,924.34,19792.14,6.46,496.71,0,324.99,,,,,,,,,,,,,,304.5,,,2013,72.57,-398,342.15,,,-446,342.15,996,439.34,,,1.65,6.82,0,279.15,275.68,0.19,64.38,44027,44148,,2000,,,-143,1016,,0,6823
2018-02-16T20:00:00+00:00,2021-06-17T09:20:02.179572+00:00,2021-06-17T09:20:02.179572+00:00,1518811200,GB,314.3,324.4,297.65,192.53,,37268.81,0,342.5,3009,822.25,39798.06,bmreports.com,55.54,21.65,57.04,22.34,7751,,1369,3251,6185.81,0.5,501,18147.5,0,63,9073.04,0,1375.9,3220.08,6139.57,0.49,760.62,18391.09,6.58,493.15,0,337.53,,,,,,,,,,,,,,342.5,,,2014,70.85,-397.25,314.3,,,-425,314.3,995,438.81,,,1.51,6.87,0,279.1,275.81,0.39,43.3,42843,40943,,2000,,,-107,1016,,0,7167
2018-02-16T21:00:00+00:00,2021-06-17T09:20:02.179572+00:00,2021-06-17T09:20:02.179572+00:00,1518814800,GB,292.89,301.88,297.65,193.08,,33764.44,0,464,3026,633.5,36620.94,bmreports.com,51.63,23.47,52.93,24.39,7757,,1372,2456.5,6093.94,0,412.5,15609.5,0,63,9113.94,0,1384.76,2449.34,6076.36,0,671.22,15996.55,6.64,463.36,0,458.76,,,,,,,,,,,,,,464,,,2012,69.32,-397.5,292.89,,,-236,292.89,1014,438.66,,,1.09,7.23,0,279.14,275.94,0.57,50.44,39275,37948,,2000,,,34,1016,,0,7504
2018-02-16T22:00:00+00:00,2021-06-17T09:20:02.179572+00:00,2021-06-17T09:20:02.179572+00:00,1518818400,GB,261.86,268.65,297.65,191.39,,30209.45,0,442.5,3011,444.5,33218.46,bmreports.com,45.89,26.25,46.86,27.47,7861,,1371.5,1724,6213.95,0,382.5,12593.5,0,63,9246.56,0.01,1394.29,1754.75,6228.91,0,650.22,13018.3,6.89,477.72,0,440.81,,,,,,,,,,,,,,442.5,,,2013,69.25,-278.5,261.86,,,-166,261.86,998,437.76,,,1.21,7.15,0,279.1,276,0.76,41.03,36952,34344,,2000,,,46,1016,,0,7691
2018-02-16T23:00:00+00:00,2021-06-17T09:20:02.179572+00:00,2021-06-17T09:20:02.179572+00:00,1518822000,GB,225.71,229.72,297.65,188.65,,26932.93,0,126,3032,73.5,30017.43,bmreports.com,41.03,27.52,41.73,28.94,7930,,1371,456,5944.43,0,385,10783.5,0,63,9431.77,0.01,1414.42,530.28,6041.89,0,670.3,11288.59,10.24,498.09,0,131.85,,,,,,,,,,,,,,126,,,2013,64.06,-73.5,225.71,,,20,342.74,999,434.14,,,1.35,7.04,0,279.05,276.06,0.99,43.45,31447,31457,,2000,,,268,1016,,0,7688
2018-02-17T00:00:00+00:00,2021-06-17T09:20:02.179572+00:00,2021-06-17T09:20:02.179572+00:00,1518825600,GB,226.99,230.64,297.65,196.85,,26182.77,0,0.5,3130,48.5,29264.77,bmreports.com,41.45,26.2,42.19,27.52,7931.5,,1376,398,5457.27,0,369.5,10587.5,0,63,9465.03,0.02,1425.78,518.17,5585.31,0,654,11108.74,24.64,482.35,0,0.73,,,,,,,,,,,,,,0.5,,,2012,63.66,-48.5,274.4,,,120,457.57,998,431.88,,,1.61,6.86,0,279.01,276.11,1.22,44.96,30085,30236,,2000,,,229,1016,,0,7709
2018-02-17T01:00:00+00:00,2021-06-17T09:20:02.179572+00:00,2021-06-17T09:20:02.179572+00:00,1518829200,GB,237.67,240.76,297.65,209.21,,26546.95,0,211.5,3334,0,30092.45,bmreports.com,43.28,25.14,44.01,26.35,7931,,1374,398,5085.95,0,379,11316,0,63,9504.01,0.01,1424.91,550.36,5260.34,0,668.69,11915.4,42.41,514.81,0,211.5,,,,,,,,,,,,,,211.5,,,2013,59.95,84,438.65,,,239,459.61,998,431.04,,,1.9,6.55,0,278.96,276.09,0.21,43.41,29578,29826,,2000,,,274,1016,,0,7233
2018-02-17T02:00:00+00:00,2021-06-17T09:20:02.179572+00:00,2021-06-17T09:20:02.179572+00:00,1518832800,GB,229.65,231.17,,218.43,,25656.06,0,0,3491.75,0,29147.81,bmreports.com,42.77,24.61,43.3,25.81,7924.5,,1374.5,0,4867.06,0,380.5,11046.5,0,63,9508.15,0.01,1422.67,177.65,5074.15,0,676.46,11689.58,63.28,535.86,0,0,,,,,,,,,,,,,,0,,,2012,58.29,91.75,416.95,,,390,456.97,998,429.74,,,2.15,6.26,0,278.89,276.05,0.43,42.99,28462,28831,,2000,,,413,1016,,0,6651
2018-02-17T03:00:00+00:00,2021-06-17T09:20:02.179572+00:00,2021-06-17T09:20:02.179572+00:00,1518836400,GB,235.64,237.1,,225.14,,25318.09,0,0,3533.5,0,28851.59,bmreports.com,43.96,23.06,44.51,24.23,7914.5,,1376,0,4392.59,0,367.5,11204.5,0,63,9513.53,0.01,1424.8,192.34,4603.21,0,626.95,11862.65,63.52,564.58,0,0,,,,,,,,,,,,,,0,,,2012,59.56,126.5,394.54,,,397,461.36,998,443.55,,,2.32,5.91,0,278.78,276.05,0.61,41.33,27577,27686,,2000,,,497,1016,,0,5950
2018-02-17T04:00:00+00:00,2021-06-17T09:20:02.179572+00:00,2021-06-17T09:20:02.179572+00:00,1518840000,GB,236.81,238.82,,222.13,,24927.58,0,0,3422.75,0,28350.33,bmreports.com,44.2,22.2,44.82,23.41,7919.5,,1376,0,4080.58,0,379,11109.5,0,63,9524.73,0.01,1426.08,176.76,4258.67,0,609.03,11722.77,53.83,578.44,0,0,,,,,,,,,,,,,,0,,,2012,60.19,93.75,381.45,,,319,469.68,998,454.55,,,2.65,5.57,0,278.75,275.95,0.74,41.8,26920,26834,,2000,,,493,1016,,0,5361
2018-02-17T05:00:00+00:00,2021-06-17T09:20:02.179572+00:00,2021-06-17T09:20:02.179572+00:00,1518843600,GB,245.39,248.69,,221.29,,24606.07,0,0,3356.25,0,27962.32,bmreports.com,45.96,19.98,46.83,20.94,7929.5,,1377.5,0,3371.07,0,403,11462,0,63,9524.31,0.01,1427.49,175.89,3523.34,0,634.23,12043.84,44.6,588.61,0,0,,,,,,,,,,,,,,0,,,2012,60.9,79.25,413.7,,,266,490.27,999,457.48,,,2.97,5.22,0,278.71,275.87,0.87,43.4,26874,26789,,2000,,,449,1016,,0,4672
2018-02-17T06:00:00+00:00,2021-06-17T09:20:02.179572+00:00,2021-06-17T09:20:02.179572+00:00,1518847200,GB,259.43,263.38,297.65,230.29,,25689.82,0,30.5,3474.25,0,29194.57,bmreports.com,48.88,18.57,49.89,19.27,7931,,1376.5,24.5,3118.82,1,429,12746,0,63,9503.31,0.01,1419.86,203.65,3273.03,2.16,692.22,13470.22,55.21,543.78,0,31.13,,,,,,,,,,,,,,30.5,,,2013,62.63,147.25,455.95,,,315,505.19,999,447.83,,,3.23,4.91,0,278.65,275.78,0.98,44.31,27070,28978,,2000,,,317,1016,,0,4118
2018-02-17T07:00:00+00:00,2021-06-17T09:20:02.179572+00:00,2021-06-17T09:20:02.179572+00:00,1518850800,GB,281.87,290.92,297.65,198.75,,28121.2,0,378,3085,31.75,31552.45,bmreports.com,52.36,17.71,54,18.15,7929.5,,1369,508,2773.2,123.5,535.5,14819.5,0,63,9436.95,0.01,1406.18,570.27,2846.43,130.9,827.55,15477.29,18.42,454.96,0,383.5,,,,,,,,,,,,,,378,,,2013,66.57,-31.75,329.43,,,77,512.17,995,439.35,,,3.39,4.64,0,278.59,275.67,0.1,43.02,29988,31417,,2000,,,304,1016,,138,3831
2018-02-17T08:00:00+00:00,2021-06-17T09:20:02.179572+00:00,2021-06-17T09:20:02.179572+00:00,1518854400,GB,304.91,316.38,297.65,188.62,,31298.05,0,572.5,3001,260,34611.55,bmreports.com,54.38,18.64,56.19,18.9,7930,,1370.5,1874.5,2544.05,897,646.5,15972.5,0,63,9327.3,0.01,1400.66,1909.4,2584.96,921.84,967.93,16492.37,7.02,416.45,0,583.61,,,,,,,,,,,,,,572.5,,,2013,66.65,-168,304.91,,,-92,304.91,988,437.12,,,3.48,4.45,1.89,278.59,275.61,0.19,53.02,32938,35169,,2000,,,306,1016,,698,3628
2018-02-17T09:00:00+00:00,2021-06-17T09:20:02.179572+00:00,2021-06-17T09:20:02.179572+00:00,1518858000,GB,318.77,330.73,297.65,185.34,,34706.51,0,721,2999,537.5,37889.01,bmreports.com,55.1,20.51,56.85,20.75,7934,,1372,3180,2452.51,2080,731,16894,0,63,9240.75,0.01,1392.46,3181.74,2479.33,2118.87,1048.34,17286.82,6.84,398.9,0,734.95,,,,,,,,,,,,,,721,,,2014,66.21,-381.5,318.77,,,-156,318.77,985,428.92,,,3.51,4.57,20.68,278.95,275.91,0.29,61.77,35268,37969,,2000,,,218,1016,,1701,3458
2018-02-17T10:00:00+00:00,2021-06-17T09:20:02.179572+00:00,2021-06-17T09:20:02.179572+00:00,1518861600,GB,312.36,323.49,297.65,183.77,,35908.84,0,878.5,3008,654,39141.34,bmreports.com,53.1,23.36,54.63,23.79,7936.5,,1365.5,3488.5,2498.84,3360,650,16546.5,0,63,9213.56,0.01,1380.15,3467.63,2519.03,3399.59,962.05,16914.25,6.76,396.31,0,882.02,,,,,,,,,,,,,,878.5,,,2014,65.93,-447,312.36,,,-207,312.36,994,422.51,,,3.85,4.49,52.95,279.46,276.12,0.37,57.47,36715,38441,,2000,,,122,1016,,2827,3370
2018-02-17T11:00:00+00:00,2021-06-17T09:20:02.179572+00:00,2021-06-17T09:20:02.179572+00:00,1518865200,GB,302.58,312.53,297.65,183.26,,36350.78,0,459,3013,699.5,39123.28,bmreports.com,51.75,24.8,53.16,25.31,7924,,1368.5,3380,2691.28,4240,558.5,16125.5,0,63,9174.36,0,1380.44,3348.18,2704.9,4276.59,874.51,16488.38,6.59,402.06,0,467.28,,,,,,,,,,,,,,459,,,2014,67.05,-415.5,302.58,,,-284,302.58,999,417.54,,,4.15,4.36,88.56,279.8,276.21,0.45,50.55,37691,38547,,2000,,,84,1016,,3769,3385
2018-02-17T12:00:00+00:00,2021-06-17T09:20:02.179572+00:00,2021-06-17T09:20:02.179572+00:00,1518868800,GB,290.22,299.33,297.65,180.5,,36041.78,0,341,3012,685.25,38709.53,bmreports.com,50.49,25.77,51.83,26.38,7926.5,,1369.5,2660.5,2869.78,4495,522.5,16135,0,63,9192.21,0,1379.36,2629.11,2877.82,4539.33,835.06,16500.22,6.59,408.06,0,341.78,,,,,,,,,,,,,,341,,,2014,65.97,-385.25,290.22,,,-300,290.22,998,411.63,,,4.43,4.14,122.08,280.08,276.25,0.54,45.55,38606,38475,,2000,,,-15,1016,,4304,3466
2018-02-17T13:00:00+00:00,2021-06-17T09:20:02.179572+00:00,2021-06-17T09:20:02.179572+00:00,1518872400,GB,288.78,298.1,297.65,179.93,,34841.89,0,320,3012,631.25,37542.64,bmreports.com,50.69,24.71,52.08,25.37,7929,,1367.5,2334.5,2761.39,3950.5,522.5,15913.5,0,63,9234.14,0,1377.39,2297.74,2773.12,4008.25,804.39,16315.34,6.7,410.8,0,314.76,,,,,,,,,,,,,,320,,,2014,66.39,-349.25,288.78,,,-282,288.78,998,409.07,,,4.61,3.88,300.38,280.25,276.27,0.1,41.59,38379,37403,,2000,,,121,1016,,4307,3385
2018-02-17T14:00:00+00:00,2021-06-17T09:20:02.179572+00:00,2021-06-17T09:20:02.179572+00:00,1518876000,GB,292.11,302.01,297.65,180.44,,33645.38,0,380.5,3011,396.5,36640.38,bmreports.com,51.2,23.36,52.67,23.99,7940,,1364,2324.5,2535.88,3350,536,15532,0,63,9320.55,0,1383.05,2305.35,2563.86,3425.75,813.77,16034.82,6.89,409.83,0,376.51,,,,,,,,,,,,,,380.5,,,2013,66.66,-230.5,292.11,,,-166,292.11,998,409.94,,,4.69,3.59,290.3,280.33,276.26,0.17,41.54,37583,36340,,2000,,,240,1016,,3814,3268
2018-02-17T15:00:00+00:00,2021-06-17T09:20:02.179572+00:00,2021-06-17T09:20:02.179572+00:00,1518879600,GB,313.05,325.01,297.65,184.15,,32906.31,0,398,3011,370,35945.31,bmreports.com,54.23,19.73,55.95,20.14,7963,,1367,3053,2240.31,2160,544.5,15515.5,0,63,9357.65,0,1387.45,3032.33,2268.62,2213.71,830.74,16034.57,6.97,419.15,0,394.12,,,,,,,,,,,,,,398,,,2013,67.58,-217,313.05,,,-153,313.05,998,419.28,,,4.69,3.8,263.26,280.18,276.16,0.24,46.61,37308,35774,,2000,,,265,1016,,2882,3071
2018-02-17T16:00:00+00:00,2021-06-17T09:20:02.179572+00:00,2021-06-17T09:20:02.179572+00:00,1518883200,GB,343.32,357.73,297.65,191.33,,33659.59,0,412,3040,719,36392.59,bmreports.com,59.77,14.68,61.83,14.76,7974,,1370.5,3705,1936.09,693,610,17308,0,63,9297.02,0,1380.58,3656.71,1945.46,708.55,899.19,17638.38,7.03,454.73,0,404.93,,,,,,,,,,,,,,412,,,2013,67.19,-319,343.32,,,-400,343.32,1027,434.66,,,4.47,3.44,232.8,280.04,276.22,0.31,45,37388,36927,,2000,,,277,1016,,1639,2706
2018-02-17T17:00:00+00:00,2021-06-17T09:20:02.179572+00:00,2021-06-17T09:20:02.179572+00:00,1518886800,GB,369.87,385.81,297.65,192.36,,36873.23,0,667.5,3025,863.5,39702.23,bmreports.com,64.45,12.24,66.74,12.04,7961,,1373,4502.5,1781.73,21,677.5,20493.5,0,63,9248.36,0.01,1384.83,4455.74,1789.43,23.97,988.91,20667.54,7.04,461.2,0,675.2,,,,,,,,,,,,,,667.5,,,2015,65.99,-407.5,369.87,,,-456,369.87,1010,444.48,,,4.18,3.16,197.12,279.56,276.07,0.36,70,37791,40972,,2000,,,164,1016,,556,2489
